Ticker,Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
GOVT,iShares U.S. Treasury Bond ETF,Bond,"$26,579,400,000",2.26%,"11,122,760",$23.01,0.44%,No,False,-0.56%,-1.55%,-1.56%,-4.23%,0.55%,"$4,302,710,380.00","$163,612,540.00","$721,422,950.00","$9,840,344,100.00","$16,279,123,490.00","$22,762,746,710.00",Government Bonds,2012-02-14,0.05%,Fidelity,$0.50,2023-06-01,$0.05,2.19%,0.00,0.04,146,37.18%,40%,20%,1099,$22.77,$23.37,N/A,N/A,46.85,A,A,B+,B,A-,B+,5.72,80.14%,34.48%,0.0,0.00%,0.00%
VBR,Vanguard Small Cap Value ETF,Equity,"$24,541,800,000",3.28%,"491,983",$163.05,-0.49%,No,False,6.54%,5.62%,-1.02%,13.92%,5.41%,"$20,531,469.63","-$18,625,493.32","-$90,592,166.28","$800,131,179.60","$5,096,542,207.22","$7,346,133,726.80",Small Cap Value Equities,2004-01-26,0.07%,2 Platforms,$3.49,2023-03-23,$0.89,2.13%,10.80,1.15,846,5.92%,40%,20%,1099,$148.91,$161.66,N/A,N/A,59.99,A,A,B+,A-,A-,A,5.76,49.58%,35.16%,185.67,6.14%,5.89%
IVE,iShares S&P 500 Value ETF,Equity,"$24,407,300,000",8.41%,"655,366",$155.98,0.30%,No,False,2.48%,2.89%,6.91%,12.42%,9.31%,"-$1,931,638,561.55","-$186,006,366.45","-$247,777,423.20","-$1,389,446,611.00","$2,040,732,829.00","$2,312,633,494.00",Large Cap Blend Equities,2000-05-22,0.18%,2 Platforms,$2.99,2023-06-07,$0.54,1.93%,18.40,0.94,405,25.55%,40%,20%,1099,$148.42,$155.88,$155.24,$156.41,60.82,A,A-,B+,B+,A-,B+,6.54,26.75%,53.27%,192.57,15.64%,4.85%
JPST,JPMorgan Ultra-Short Income ETF,Bond,"$24,281,900,000",1.65%,"4,867,854",$50.06,0.04%,No,False,0.02%,0.02%,3.13%,1.31%,1.95%,"$467,016,500.00","-$240,167,500.00","-$503,822,000.00","$5,717,820,000.00","$12,799,520,000.00","$23,625,337,500.00",Money Market,2017-05-17,0.18%,N/A,$1.66,2023-06-01,$0.20,3.31%,0.00,0.03,455,60.48%,40%,20%,1099,$49.97,$50.10,$50.05,$50.07,61.00,A,A+,C+,A,A-,N/A,7.26,92.75%,81.26%,69.99,2.60%,1.98%
IGSB,iShares 1-5 Year Investment Grade Corporate Bond ETF,Bond,"$23,381,600,000",1.97%,"4,176,218",$50.17,0.24%,No,False,-0.28%,-0.55%,1.22%,-0.60%,1.80%,"$64,264,755.00","-$484,387,320.00","-$524,924,965.00","$2,066,784,995.00","$8,052,724,240.00","$13,744,740,790.00",Corporate Bonds,2007-01-05,0.04%,N/A,$1.32,2023-06-01,$0.13,2.62%,0.00,0.11,3626,1.69%,40%,20%,1099,$49.92,$50.52,$50.13,$50.20,49.16,A,A,B,A-,B,N/A,6.68,93.24%,58.96%,200.21,7.69%,2.97%
DGRO,iShares Core Dividend Growth ETF,Equity,"$23,153,500,000",1.95%,"1,574,645",$50.40,0.40%,No,False,2.61%,0.88%,2.25%,10.57%,10.12%,"-$1,375,384,249.25","-$10,229,297.05","$21,101,579.00","$232,143,066.35","$8,836,057,796.35","$15,312,532,701.35",Large Cap Blend Equities,2014-06-10,0.08%,Fidelity,$1.23,2023-06-07,$0.26,2.45%,16.29,0.89,448,27.21%,40%,20%,1099,$48.63,$50.32,$50.16,$50.55,56.81,A,A,A-,B,A-,A-,6.89,69.81%,66.90%,232.6,7.56%,4.58%
IUSB,iShares Core Total USD Bond Market ETF,Bond,"$22,450,200,000",2.61%,"2,424,580",$45.47,0.51%,No,False,-0.33%,-1.03%,-0.87%,-3.22%,1.04%,"$3,090,969,440.00","$58,938,470.00","$236,786,460.00","$5,485,438,830.00","$20,522,864,110.00","$22,874,411,550.00",Total Bond Market,2014-06-10,0.06%,N/A,$1.35,2023-06-01,$0.14,2.97%,0.00,0.15,15194,10.28%,40%,20%,1099,$44.92,$45.97,N/A,N/A,49.26,A,A,B+,B-,B+,N/A,5.95,52.69%,38.55%,303.59,2.78%,1.11%
VGSH,Vanguard Short-Term Treasury ETF,Bond,"$22,446,200,000",1.42%,"3,632,917",$57.96,0.14%,No,False,-0.26%,-0.72%,0.34%,-0.95%,0.96%,"$4,075,257,595.82","-$41,685,516.82","$1,569,411,744.75","$7,729,750,261.80","$14,731,361,695.42","$20,779,725,863.03",Government Bonds,2009-11-19,0.04%,2 Platforms,$1.22,2023-06-01,$0.15,2.11%,0.00,-0.29,96,19.38%,40%,20%,1099,$57.71,$58.44,$57.93,$57.99,46.74,A,A+,B,A-,A-,A,5.72,88.89%,34.48%,0.0,0.00%,0.00%
SDY,SPDR S&P Dividend ETF,Equity,"$22,335,200,000",-0.86%,"414,863",$123.31,-0.19%,No,False,4.48%,-0.24%,0.20%,10.70%,8.61%,"-$920,807,483.30","-$60,677,701.35","-$251,963,896.65","$1,177,877,685.50","$1,815,334,620.80","$2,211,452,658.35",All Cap Equities,2005-11-08,0.35%,N/A,$3.13,2023-03-17,$0.71,2.54%,16.29,0.86,124,18.16%,40%,20%,1099,$117.32,$123.58,N/A,N/A,54.81,A,B+,B,A,A,C+,6.68,36.79%,58.79%,239.85,4.97%,6.78%
SCHB,Schwab U.S. Broad Market ETF,Equity,"$22,155,800,000",12.29%,"853,757",$50.13,0.50%,No,False,2.16%,4.42%,5.37%,11.40%,10.17%,"-$234,268,000.00","$12,451,500.00","$2,837,500.00","$605,625,500.00","$2,101,722,000.00","$3,187,205,419.00",Large Cap Growth Equities,2009-11-03,0.03%,Charles Schwab,$0.76,2023-03-22,$0.18,1.52%,18.11,1.03,2479,26.07%,40%,20%,1099,$47.25,$50.23,$49.85,$50.29,63.80,A,A,B-,B,A-,A,6.51,25.08%,52.60%,131.81,8.84%,6.45%
TIP,iShares TIPS Bond ETF,Bond,"$21,755,700,000",2.27%,"3,887,794",$107.86,0.49%,No,False,-0.28%,-1.47%,-4.38%,0.30%,2.49%,"-$1,486,415,270.00","$107,914,920.00","-$95,071,070.00","-$6,584,902,590.00","$6,225,413,940.00","$522,540,400.00",Inflation-Protected Bonds,2003-12-04,0.19%,2 Platforms,$4.65,2023-06-01,$0.31,4.32%,0.00,0.19,51,36.97%,40%,20%,1099,$106.95,$109.29,N/A,N/A,46.70,A+,B,B+,B,B,A-,5.72,65.26%,34.48%,0.0,0.00%,0.00%
DVY,iShares Select Dividend ETF,Equity,"$20,202,600,000",-4.55%,"666,517",$113.26,-0.15%,No,False,4.69%,0.11%,-8.40%,12.39%,6.79%,"-$1,389,173,059.60","-$61,875,908.20","-$322,580,531.25","-$84,882,421.85","$2,896,464,563.15","$1,953,235,683.15",All Cap Equities,2003-11-03,0.38%,Fidelity,$4.21,2023-06-07,$0.82,3.71%,11.69,0.87,100,17.88%,40%,20%,1099,$107.47,$113.07,N/A,N/A,53.00,A,B+,B-,A,A,B-,6.71,41.51%,60.12%,629.49,16.90%,4.10%
DFAC,Dimensional U.S. Core Equity 2 ETF,Equity,"$19,775,800,000",8.82%,"1,711,388",$26.36,0.11%,No,False,3.21%,3.94%,4.32%,N/A,N/A,"$2,123,689,270.00","$137,470,460.00","$338,520,210.00","$4,382,730,090.00","$6,597,315,189.07","$6,597,315,189.07",All Cap Equities,2021-06-14,0.17%,N/A,$0.36,2023-03-21,$0.06,1.37%,0.00,0.96,2720,18.83%,40%,20%,1099,$24.86,$26.32,$26.24,$26.45,61.31,A+,A,B,B,A-,N/A,6.42,17.36%,49.40%,133.07,5.84%,5.46%
SHV,iShares Short Treasury Bond ETF,Bond,"$19,649,100,000",1.95%,"3,392,154",$110.12,0.06%,No,False,0.11%,0.42%,3.05%,0.93%,1.42%,"-$720,057,115.00","$80,289,066.00","-$3,779,083,051.00","$1,107,781,896.00","-$3,131,315,346.00","$5,870,655,894.00",Government Bonds,2007-01-05,0.15%,N/A,$3.35,2023-06-01,$0.48,3.04%,0.00,-0.05,48,46.37%,40%,20%,1099,$109.67,$110.11,$110.11,$110.13,96.04,A,B-,C+,A,B+,B-,5.72,88.89%,34.48%,0.0,0.00%,0.00%
MDY,SPDR S&P Midcap 400 ETF Trust,Equity,"$18,971,600,000",5.92%,"869,772",$467.76,-0.43%,No,False,5.36%,4.06%,3.03%,11.66%,6.60%,"-$440,006,394.07","-$23,718,600.00","-$359,728,346.78","-$75,483,247.84","-$1,012,910,200.83","-$5,433,230,141.06",Small Cap Growth Equities,1995-05-04,0.23%,N/A,$6.09,2023-03-17,$1.19,1.30%,13.46,1.12,402,6.29%,40%,20%,1099,$434.09,$465.01,N/A,N/A,59.18,A,B+,C,B,A-,B,5.88,57.92%,37.27%,155.57,4.26%,7.73%
SCHG,Schwab U.S. Large-Cap Growth ETF,Equity,"$18,087,800,000",28.96%,"1,049,634",$71.56,1.06%,No,False,0.45%,8.11%,13.55%,12.91%,14.01%,"$757,416,500.00","$125,641,000.00","$129,007,500.00","$1,901,750,500.00","$2,939,650,500.00","$5,261,996,985.25",Large Cap Growth Equities,2009-12-11,0.04%,Charles Schwab,$0.33,2023-03-22,$0.08,0.46%,25.77,1.10,243,55.12%,40%,20%,1099,$65.57,$73.03,N/A,N/A,66.68,A,A,A,C+,C+,B+,6.68,48.40%,58.77%,38.76,6.75%,9.39%
SPLG,SPDR Portfolio S&P 500 ETF,Equity,"$17,684,000,000",12.58%,"3,644,358",$50.44,0.54%,No,False,1.73%,3.98%,6.09%,12.12%,11.07%,"$1,239,217,860.45","$130,353,430.15","$234,000,864.00","$3,037,249,836.50","$10,007,312,154.05","$13,555,968,089.25",Large Cap Blend Equities,2005-11-08,0.03%,N/A,$0.78,2023-03-20,$0.18,1.55%,17.86,1.00,505,30.29%,40%,20%,1099,$47.81,$50.63,$50.17,$50.61,63.38,A+,A+,B,C+,B-,N/A,6.67,47.70%,58.58%,133.32,9.67%,6.17%
XLP,Consumer Staples Select Sector SPDR Fund,Equity,"$17,478,300,000",-1.30%,"12,266,596",$73.23,0.69%,No,False,0.85%,-5.12%,2.48%,9.40%,10.77%,"$677,574,522.80","$128,559,281.05","-$459,432,211.65","$2,437,252,274.20","$1,249,148,702.70","$6,620,705,272.15",Consumer Staples Equities,1998-12-16,0.10%,N/A,$1.85,2023-03-20,$0.34,2.55%,19.94,0.58,38,66.72%,40%,20%,1099,$71.19,$77.60,$72.83,$73.44,41.21,A+,A,B,A-,A,B+,7.29,66.67%,82.09%,47.05,10.55%,6.03%
HYG,iShares iBoxx $ High Yield Corporate Bond ETF,Bond,"$16,768,100,000",3.97%,"39,802,600",$74.70,0.63%,No,False,0.67%,0.39%,1.86%,0.72%,2.25%,"$942,663,060.00","$1,194,116,690.00","$2,216,722,250.00","$3,909,436,500.00","-$10,023,081,320.00","$3,011,514,140.00",High Yield Bonds,2007-04-04,0.48%,Fidelity,$4.18,2023-06-01,$0.35,5.63%,0.00,0.43,1195,4.16%,40%,20%,1099,$73.24,$74.76,N/A,N/A,56.26,A+,B-,B,C,B+,A,5.2,53.08%,26.90%,303.03,7.43%,2.58%
VHT,Vanguard Health Care ETF,Equity,"$16,660,900,000",-2.64%,"185,591",$240.71,0.53%,No,False,1.23%,-2.39%,1.89%,8.43%,10.00%,"-$6,258,002.47","$20,765,387.84","-$8,944,770.01","$947,498,327.78","$3,176,149,955.70","$5,170,954,574.95",Health & Biotech Equities,2004-01-26,0.10%,Vanguard,$3.33,2023-03-24,$0.76,1.39%,22.00,0.73,406,46.73%,40%,20%,1099,$234.30,$246.02,$239.28,$241.62,49.37,A,A,B-,A,A,A+,6.85,62.18%,65.61%,15.96,0.02%,14.88%
SPYG,SPDR Portfolio S&P 500 Growth ETF,Equity,"$16,562,900,000",16.53%,"1,974,818",$58.85,0.87%,No,False,1.12%,5.03%,4.42%,10.48%,11.63%,"$786,730,368.15","-$880,187,718.10","-$703,811,871.35","$3,329,209,827.35","$6,304,626,612.40","$10,398,682,736.85",Large Cap Growth Equities,2000-09-25,0.04%,N/A,$0.58,2023-03-20,$0.18,1.00%,19.67,1.05,233,45.66%,40%,20%,1099,$55.44,$59.35,N/A,N/A,64.95,A,A,A-,C+,B,B+,6.79,65.54%,63.33%,81.63,4.45%,7.41%
USFR,WisdomTree Floating Rate Treasury Fund,Bond,"$16,339,300,000",2.23%,"4,106,486",$50.39,0.02%,No,False,0.10%,0.45%,3.88%,1.40%,1.56%,"$3,229,863,442.00","$504,917,626.00","$660,756,992.00","$10,428,477,915.00","$14,711,709,175.00","$16,226,840,635.00",Government Bonds,2014-02-04,0.15%,N/A,$1.83,2023-05-24,$0.22,3.63%,0.00,0.08,5,100.00%,40%,20%,1099,$50.15,$50.42,$50.38,$50.40,92.28,A-,C+,C,A-,B-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
XLY,Consumer Discretionary Select Sector SPDR Fund,Equity,"$15,935,700,000",24.54%,"5,056,631",$160.37,1.48%,No,False,4.54%,8.95%,5.72%,7.77%,9.02%,"$590,824,926.10","$21,368,041.90","$520,603,128.50","-$349,831,898.30","-$462,507,922.40","-$2,427,350,837.20",Consumer Discretionary Equities,1998-12-16,0.10%,N/A,$1.44,2023-03-20,$0.43,0.91%,24.20,1.18,54,73.93%,40%,20%,1099,$144.60,$159.83,N/A,N/A,67.52,A+,A,A,B,A-,B+,6.35,54.05%,47.56%,76.94,25.21%,0.71%
XLU,Utilities Select Sector SPDR Fund,Equity,"$15,858,600,000",-4.58%,"14,092,190",$66.78,0.44%,No,False,3.62%,-3.26%,-6.56%,6.19%,9.97%,"$433,101,521.40","-$178,203,823.65","$93,240,424.65","$1,178,948,542.85","$3,704,080,369.10","$7,025,690,617.75",Utilities Equities,1998-12-16,0.10%,N/A,$2.08,2023-03-20,$0.49,3.13%,17.85,0.52,31,59.08%,40%,20%,1099,$63.34,$68.81,$66.21,$67.11,50.18,A+,A,B+,A,A,B-,7.06,52.05%,73.76%,2142.02,64.90%,7.12%
VOE,Vanguard Mid-Cap Value ETF,Equity,"$15,831,800,000",0.06%,"409,728",$134.59,-0.20%,No,False,4.44%,1.11%,-4.20%,11.31%,6.19%,"-$94,138,351.07","-$19,859,501.13","-$70,797,425.04","$306,327,476.86","$4,016,582,001.25","$5,158,372,248.73",Mid Cap Value Equities,2006-08-17,0.07%,2 Platforms,$3.08,2023-03-23,$0.69,2.29%,14.90,1.05,191,12.18%,40%,20%,1099,$127.46,$134.26,N/A,N/A,56.40,A,A+,B+,A-,A,B+,6.55,93.68%,53.73%,353.82,8.00%,6.83%
VMBS,Vanguard Mortgage-Backed Securities ETF,Bond,"$15,580,200,000",2.46%,"1,383,843",$46.05,0.57%,No,False,-0.28%,-0.96%,-1.13%,-3.68%,0.03%,"$935,208,062.02","$92,037,250.00","-$37,441,740.07","$1,579,527,102.62","$6,691,398,530.56","$11,576,653,101.33",Mortgage Backed Securities,2009-11-19,0.04%,2 Platforms,$1.31,2023-06-01,$0.12,2.85%,0.00,0.10,4623,5.79%,40%,20%,1099,$45.33,$46.58,$45.88,$46.15,50.30,A,A,B,A-,A,A+,0.0,N/A,N/A,N/A,N/A,N/A
TQQQ,ProShares UltraPro QQQ,Equity,"$15,338,200,000",110.32%,"135,520,864",$36.18,3.43%,No,3x,0.47%,28.25%,12.03%,17.63%,19.49%,"-$4,258,355,340.00","-$476,182,075.00","-$1,027,995,890.00","-$562,568,460.00","$14,356,212,020.00","$20,184,166,370.00",Leveraged Equities,2010-02-09,0.86%,N/A,$0.25,2023-03-22,$0.15,0.69%,0.00,3.45,114,61.66%,40%,20%,1099,$27.07,$38.70,N/A,N/A,66.18,A+,A-,B-,C+,C,A-,6.18,45.10%,43.86%,51.44,3.34%,3.77%
SPYV,SPDR Portfolio S&P 500 Value ETF,Equity,"$15,110,500,000",8.48%,"2,608,425",$42.00,0.31%,No,False,2.54%,2.89%,7.10%,12.60%,9.46%,"-$1,134,080,827.25","$41,555,847.60","-$19,264,948.90","$1,131,073,072.75","$7,460,645,721.35","$10,948,430,990.15",Large Cap Blend Equities,2000-09-25,0.04%,N/A,$0.86,2023-03-20,$0.18,2.05%,16.16,0.94,405,25.95%,40%,20%,1099,$39.96,$41.96,$41.79,$42.13,61.00,A,A,B+,B+,A-,B+,6.54,26.80%,53.28%,192.41,15.74%,4.88%
BIV,Vanguard Intermediate-Term Bond ETF,Bond,"$14,929,500,000",2.74%,"970,337",$75.46,0.53%,No,False,-0.75%,-1.74%,-0.74%,-3.56%,1.54%,"$1,923,326,000.00","$60,208,000.00","$509,039,000.00","$3,135,978,000.00","$5,201,760,000.00","$1,573,807,000.00",Total Bond Market,2007-04-03,0.04%,3 Platforms,$1.98,2023-06-01,$0.19,2.64%,0.00,0.14,2158,21.95%,40%,20%,1099,$74.66,$76.82,N/A,N/A,46.68,A,A,A+,C+,A,A-,6.12,66.19%,42.34%,242.34,3.52%,1.56%
VXF,Vanguard Extended Market ETF,Equity,"$14,878,300,000",10.19%,"270,728",$145.93,-0.01%,No,False,4.77%,6.95%,0.70%,7.34%,5.33%,"$488,034,623.91","$35,997,908.06","$119,851,462.47","$1,169,889,920.28","$4,426,201,305.35","$6,703,519,778.38",All Cap Equities,2001-12-27,0.06%,2 Platforms,$1.81,2023-03-24,$0.43,1.24%,14.20,1.19,3627,10.15%,40%,20%,1099,$133.20,$145.50,$144.88,$146.55,62.85,A,A,B,C+,B-,A+,5.53,35.56%,31.21%,120.44,3.10%,7.40%
VTIP,Vanguard Short-Term Inflation-Protected Securities ETF,Bond,"$14,624,200,000",1.85%,"2,024,582",$47.55,0.17%,No,False,-0.08%,-0.83%,-1.13%,2.57%,2.80%,"-$1,714,223,459.56","-$82,746,437.64","-$212,962,889.97","-$5,134,417,206.41","$8,817,608,223.89","$11,000,728,861.04",Inflation-Protected Bonds,2012-10-12,0.04%,Vanguard,$2.73,2023-04-03,$0.03,5.75%,0.00,0.10,25,50.96%,40%,20%,1099,$47.32,$47.89,$47.53,$47.57,47.46,A,A,B-,A,B+,B-,5.72,65.26%,34.48%,0.0,0.00%,0.00%
SCHO,Schwab Short-Term U.S. Treasury ETF,Bond,"$14,351,000,000",1.44%,"2,084,578",$48.26,0.12%,No,False,-0.21%,-0.73%,0.33%,-0.95%,1.00%,"$4,166,804,500.00","$12,094,000.00","$976,947,000.00","$5,899,504,000.00","$7,936,770,000.00","$12,187,741,778.55",Government Bonds,2010-08-05,0.03%,Charles Schwab,$1.21,2023-06-01,$0.14,2.50%,0.00,0.01,97,15.75%,40%,20%,1099,$48.05,$48.66,$48.24,$48.29,46.84,B+,A,B-,A-,A,B-,5.72,25.93%,34.00%,1.6,0.00%,0.00%
SCHA,Schwab U.S. Small-Cap ETF,Equity,"$14,115,800,000",7.38%,"910,466",$43.36,-0.32%,No,False,6.04%,6.12%,1.07%,9.36%,4.35%,"-$174,150,500.00","$25,480,000.00","$35,637,500.00","-$149,124,500.00","$3,135,696,000.00","$4,559,335,100.55",Small Cap Blend Equities,2009-11-03,0.04%,Charles Schwab,$0.62,2023-03-22,$0.14,1.43%,11.64,1.17,1750,2.72%,40%,20%,1099,$39.52,$43.02,$43.06,$43.58,60.94,A,A,B,B+,B+,A,5.38,25.90%,29.21%,141.19,4.77%,6.67%
VGIT,Vanguard Intermediate-Term Treasury ETF,Bond,"$14,080,300,000",2.19%,"2,308,680",$59.15,0.46%,No,False,-0.64%,-1.80%,-0.83%,-3.54%,0.92%,"$479,022,778.42","$44,561,136.32","$248,089,785.13","$5,302,358,614.45","$9,388,428,203.08","$13,256,784,213.64",Government Bonds,2009-11-19,0.04%,2 Platforms,$1.30,2023-06-01,$0.13,2.20%,0.00,0.03,109,20.44%,40%,20%,1099,$58.54,$60.31,$59.03,$59.22,46.16,A-,A,B+,B,A-,A,5.72,12.46%,34.48%,0.0,0.00%,0.00%
XLI,Industrial Select Sector SPDR Fund,Equity,"$13,865,400,000",4.97%,"12,726,428",$102.67,0.18%,No,False,4.67%,3.18%,9.48%,12.89%,8.08%,"$289,589,726.95","$707,662,039.75","$276,878,933.55","-$560,708,458.95","-$4,862,086.85","-$2,333,783,713.35",Industrials Equities,1998-12-16,0.10%,N/A,$1.66,2023-03-20,$0.40,1.62%,18.48,1.11,79,38.69%,40%,20%,1099,$96.26,$102.02,$102.03,$103.11,59.61,A+,A,B,B+,A,B,6.86,73.25%,65.78%,121.65,27.03%,2.25%
ESGU,iShares ESG Aware MSCI USA ETF,Equity,"$13,828,000,000",12.12%,"1,850,800",$94.21,0.63%,No,False,1.79%,4.08%,4.79%,11.19%,10.93%,"-$7,272,350,617.65","$146,235,111.30","$22,801,256.45","-$7,693,427,843.55","$6,315,673,816.45","$12,589,412,026.45",Large Cap Growth Equities,2016-12-01,0.15%,N/A,$1.51,2023-06-07,$0.30,1.61%,19.78,1.02,302,28.62%,40%,20%,1099,$89.14,$94.53,$93.67,$94.50,62.81,A,A-,B+,B,B,B+,7.36,95.50%,84.13%,81.02,6.67%,7.47%
VBK,Vanguard Small Cap Growth ETF,Equity,"$13,794,900,000",12.08%,"176,074",$224.42,-0.10%,No,False,3.84%,5.18%,3.96%,4.05%,5.38%,"$304,576,375.77","$11,897,254.81","$41,792,720.13","$526,207,467.46","$2,404,470,124.41","$3,418,957,767.08",Small Cap Growth Equities,2004-01-26,0.07%,3 Platforms,$1.43,2023-03-23,$0.33,0.64%,22.40,1.14,671,8.76%,40%,20%,1099,$209.11,$223.83,$223.09,$225.16,60.92,A-,A,B+,C+,B-,A,5.59,38.96%,31.98%,84.49,2.95%,8.45%
IUSV,iShares Core S&P U.S. Value ETF,Equity,"$13,478,700,000",8.20%,"578,200",$75.77,0.22%,No,False,2.71%,3.02%,6.77%,12.70%,9.31%,"-$182,697,268.95","$22,206,918.00","-$21,163,850.55","$1,188,311,760.75","$4,453,860,050.75","$6,908,222,615.75",Large Cap Blend Equities,2000-07-24,0.04%,N/A,$1.52,2023-06-07,$0.28,2.01%,17.75,0.95,705,24.02%,40%,20%,1099,$71.94,$75.67,$75.41,$75.98,60.56,A,A,B+,B+,A-,A,6.49,22.56%,51.76%,190.05,14.84%,4.92%
COWZ,Pacer US Cash Cows 100 ETF,Equity,"$13,117,200,000",1.79%,"1,842,506",$46.86,-0.28%,No,False,4.86%,2.45%,-4.88%,19.88%,11.20%,"$2,795,020,560.00","-$60,004,950.00","-$155,335,955.00","$7,075,704,375.00","$13,149,754,340.00","$13,336,203,725.00",All Cap Equities,2016-12-16,0.49%,N/A,$0.97,2023-03-23,$0.21,2.07%,0.06,1.09,101,21.31%,40%,20%,1099,$44.29,$46.84,$46.49,$47.18,55.63,A,B,B,B+,A-,N/A,6.43,18.32%,49.73%,269.07,4.39%,3.53%
MGK,Vanguard Mega Cap Growth ETF,Equity,"$13,111,300,000",30.55%,"363,538",$224.31,1.04%,No,False,0.36%,7.53%,13.32%,12.41%,14.00%,"$781,847,500.00","$140,518,000.00","$216,053,250.00","$641,111,750.00","$2,759,511,544.45","$4,866,882,544.45",Large Cap Growth Equities,2007-12-17,0.07%,2 Platforms,$1.25,2023-03-23,$0.28,0.56%,29.00,1.11,98,57.55%,40%,20%,1099,$206.99,$228.83,N/A,N/A,65.69,A-,A,A,C+,B-,B,6.77,63.39%,62.33%,37.17,6.83%,8.77%
IUSG,iShares Core S&P U.S. Growth ETF,Equity,"$13,057,000,000",15.91%,"447,428",$93.97,0.78%,No,False,1.28%,4.87%,4.35%,10.38%,11.27%,"$60,910,467.75","$80,067,079.05","$97,845,769.70","$1,413,108,944.50","$1,719,404,369.50","$4,702,256,154.50",Large Cap Growth Equities,2000-07-24,0.04%,N/A,$0.99,2023-06-07,$0.22,1.06%,20.25,1.06,471,42.89%,40%,20%,1099,$88.57,$94.69,N/A,N/A,64.78,A,A,A-,B-,B,A-,6.75,60.93%,61.60%,86.07,4.44%,7.40%
IEI,iShares 3-7 Year Treasury Bond ETF,Bond,"$12,923,200,000",2.10%,"1,992,740",$116.31,0.41%,No,False,-0.58%,-1.67%,-0.59%,-3.16%,0.90%,"$1,107,817,640.00","-$69,997,340.00","$13,574,960.00","$2,495,090,880.00","$2,532,725,380.00","$6,169,688,910.00",Government Bonds,2007-01-05,0.15%,TD Ameritrade,$2.12,2023-06-01,$0.22,1.82%,0.00,0.03,65,45.00%,40%,20%,1099,$115.20,$118.45,$116.13,$116.42,46.23,A-,C+,B,B+,B+,A-,5.72,80.14%,34.48%,0.0,0.00%,0.00%
PFF,iShares Preferred & Income Securities ETF,Preferred Stock,"$12,913,700,000",3.76%,"4,087,449",$30.80,-0.13%,No,False,1.12%,4.05%,-4.39%,0.38%,1.46%,"-$188,369,197.55","$20,790,572.80","$94,718,269.35","-$1,624,385,811.10","-$391,423,706.10","$100,560,683.90",Preferred Stock/Convertible Bonds,2007-03-26,0.45%,Fidelity,$2.09,2023-06-01,$0.16,6.80%,10.16,0.51,470,12.37%,40%,20%,1099,$29.14,$31.07,$30.73,$30.90,56.62,A,B+,A,B,A-,A+,5.46,6.07%,30.09%,274.58,6.75%,2.21%
XLC,Communication Services Select Sector SPDR Fund,Equity,"$12,551,100,000",32.03%,"7,141,117",$63.19,0.51%,No,False,0.17%,8.33%,6.01%,5.30%,N/A,"$2,071,790,824.15","$72,202,432.75","$355,734,996.15","$1,762,064,851.85","$1,778,487,699.15","$10,175,352,187.70",Large Cap Growth Equities,2018-06-18,0.10%,N/A,$0.51,2023-03-20,$0.15,0.81%,15.99,1.02,25,78.74%,40%,20%,1099,$59.12,$64.21,$62.68,$63.55,64.86,A,A-,A-,B-,B-,N/A,4.24,16.48%,7.72%,10.4,0.00%,0.00%
IWP,iShares Russell Mid-Cap Growth ETF,Equity,"$12,424,100,000",11.19%,"562,822",$92.72,0.38%,No,False,2.21%,4.20%,7.44%,5.36%,8.05%,"-$549,686,604.00","$46,036,821.00","$55,366,126.85","-$434,715,706.45","-$1,958,017,886.45","-$1,081,297,871.45",All Cap Equities,2001-07-17,0.23%,TD Ameritrade,$0.64,2023-06-07,$0.08,0.70%,24.51,1.10,395,13.04%,40%,20%,1099,$87.79,$93.07,$92.15,$93.06,59.44,A,A-,A,C,C+,A+,6.52,92.71%,52.79%,89.66,2.20%,6.90%
IWS,iShares Russell Mid-Cap Value ETF,Equity,"$12,381,200,000",2.00%,"354,122",$106.54,-0.16%,No,False,4.64%,2.14%,-4.38%,10.62%,5.79%,"-$763,945,838.65","-$93,762,567.60","-$334,847,130.55","-$567,803,836.55","-$790,566,496.55","-$654,981,911.55",Mid Cap Value Equities,2001-07-17,0.23%,TD Ameritrade,$2.06,2023-06-07,$0.38,1.98%,13.90,1.08,696,6.70%,40%,20%,1099,$100.51,$106.12,N/A,N/A,57.44,A,B,B+,A,B+,A,6.29,81.25%,46.05%,268.97,7.37%,6.17%
